Gene_id	Gene_symbol	Protein_name	Uniprot_ACC
ENSMUSG00000021476	Habp4	Intracellular hyaluronan-binding protein 4	HABP4_MOUSE
ENSMUSG00000045302	Preb	Prolactin regulatory element-binding protein	PREB_MOUSE
ENSMUSG00000044034	Npb	Neuropeptide B	NPB_MOUSE
ENSMUSG00000067085	Gm10197		
ENSMUSG00000027746	Ufm1	Ubiquitin-fold modifier 1	UFM1_MOUSE
ENSMUSG00000049577	Zfpm1	Zinc finger protein ZFPM1	FOG1_MOUSE
ENSMUSG00000038775	Vill	Villin-like protein	VILL_MOUSE
ENSMUSG00000042401	Crtac1	Cartilage acidic protein 1	CRAC1_MOUSE
ENSMUSG00000021767	Kat6b	Histone acetyltransferase KAT6B	KAT6B_MOUSE
ENSMUSG00000078783	Gm9733	Predicted gene 9733	Q1AN91_MOUSE
ENSMUSG00000024670	Cd6	T-cell differentiation antigen CD6	CD6_MOUSE
ENSMUSG00000024293	Esco1	N-acetyltransferase ESCO1	ESCO1_MOUSE
ENSMUSG00000027424	Mgme1	Mitochondrial genome maintenance exonuclease 1	MGME1_MOUSE
ENSMUSG00000020471	Pold2	DNA polymerase delta subunit 2	DPOD2_MOUSE
ENSMUSG00000064039	Ccr1l1	C-C chemokine receptor 1-like protein 1	CC1L1_MOUSE
ENSMUSG00000100838	Gm29094		
ENSMUSG00000033033	Calhm2	Calcium homeostasis modulator protein 2	CAHM2_MOUSE
ENSMUSG00000025212	Sfxn3	Sideroflexin-3	SFXN3_MOUSE
ENSMUSG00000062683	Atp5g2	ATP synthase F(0) complex subunit C2, mitochondrial	AT5G2_MOUSE
ENSMUSG00000099655	2310034G01Rik		
ENSMUSG00000090946	Ccdc71l	Coiled-coil domain-containing 71-like	E9Q4T4_MOUSE
ENSMUSG00000031163	Glod5	Glyoxalase domain-containing protein 5	GLOD5_MOUSE
ENSMUSG00000078695	Cisd3	CDGSH iron-sulfur domain-containing protein 3, mitochondrial	CISD3_MOUSE
ENSMUSG00000036826	Igflr1	IGF-like family receptor 1	IGFR1_MOUSE
ENSMUSG00000067879	Vxn	Vexin	VEXIN_MOUSE
ENSMUSG00000028397	Kdm4c	Lysine-specific demethylase 4C	KDM4C_MOUSE
ENSMUSG00000026361	Cdc73	Parafibromin	CDC73_MOUSE
ENSMUSG00000007589	Tinf2	TERF1-interacting nuclear factor 2	TINF2_MOUSE
ENSMUSG00000019564	Arid3a	AT-rich interactive domain-containing protein 3A	ARI3A_MOUSE
ENSMUSG00000032783	Troap	Tastin	TROAP_MOUSE
ENSMUSG00000024019	Cmtr1	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1	CMTR1_MOUSE
ENSMUSG00000050608	Micos10	MICOS complex subunit Mic10	MIC10_MOUSE
ENSMUSG00000030804	Gm21974		
ENSMUSG00000116207	Nnt.ENSMUSG00000116207	NAD(P) transhydrogenase, mitochondrial	NNTM_MOUSE
ENSMUSG00000033730	Egr3	Early growth response protein 3	EGR3_MOUSE
ENSMUSG00000115067	Dpep2.ENSMUSG00000115067		
ENSMUSG00000075470	Alg10b	Putative Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase	AG10B_MOUSE
ENSMUSG00000051054	1700014D04Rik	RIKEN cDNA 1700014D04 gene	J3QMS2_MOUSE
ENSMUSG00000031682	1700011L22Rik	Uncharacterized protein C4orf51 homolog	CD051_MOUSE
ENSMUSG00000029061	Mmp23	Matrix metalloproteinase-23	MMP23_MOUSE
ENSMUSG00000062373	Tmem65	Transmembrane protein 65	TMM65_MOUSE
ENSMUSG00000004127	Trmt10a	tRNA methyltransferase 10 homolog A	TM10A_MOUSE
ENSMUSG00000036646	Man1b1	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase	MA1B1_MOUSE
ENSMUSG00000079445	B3gnt7	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7	B3GN7_MOUSE
ENSMUSG00000032436	Cmtm7	CKLF-like MARVEL transmembrane domain-containing protein 7	CKLF7_MOUSE
ENSMUSG00000030287	Itpr2	Inositol 1,4,5-trisphosphate receptor type 2	ITPR2_MOUSE
ENSMUSG00000001998	Ap4e1	AP-4 complex subunit epsilon-1	AP4E1_MOUSE
ENSMUSG00000020953	Coch	Cochlin	COCH_MOUSE
ENSMUSG00000034906	Ncaph	Condensin complex subunit 2	CND2_MOUSE
ENSMUSG00000083695	Rnf138rt1	RING-type E3 ubiquitin transferase	Q9D9M9_MOUSE
ENSMUSG00000027133	Nop10	H/ACA ribonucleoprotein complex subunit 3	NOP10_MOUSE
ENSMUSG00000028899	Taf12	Transcription initiation factor TFIID subunit 12	TAF12_MOUSE
ENSMUSG00000054582	Pabpc1l	Polyadenylate-binding protein	A2A5N3_MOUSE
ENSMUSG00000114456	H2bc9	Histone H2B type 1-H	H2B1H_MOUSE
ENSMUSG00000042408	Zmym6	Zinc finger, MYM-type 6	A2A7U2_MOUSE
ENSMUSG00000033434	Gtpbp6	Putative GTP-binding protein 6	GTPB6_MOUSE
ENSMUSG00000025383	Il23a	Interleukin-23 subunit alpha	IL23A_MOUSE
ENSMUSG00000042540	Acot5	Acyl-coenzyme A thioesterase 5	ACOT5_MOUSE
ENSMUSG00000021987	Mtmr6	Myotubularin-related protein 6	MTMR6_MOUSE
ENSMUSG00000045350	Fam186a	Protein FAM186A	F186A_MOUSE
ENSMUSG00000074882	Cyp2c68	Cytochrome P450, family 2, subfamily c, polypeptide 68	K7N6C2_MOUSE
ENSMUSG00000020629	Adi1	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase	MTND_MOUSE
ENSMUSG00000060512	0610040J01Rik	Uncharacterized protein C4orf19 homolog	CD019_MOUSE
ENSMUSG00000007944	Ttc9b	Tetratricopeptide repeat protein 9B	TTC9B_MOUSE
ENSMUSG00000005514	Por	NADPH--cytochrome P450 reductase	NCPR_MOUSE
ENSMUSG00000057411	Antkmt	Adenine nucleotide translocase lysine N-methyltransferase	ANKMT_MOUSE
ENSMUSG00000079022	Col22a1	Collagen, type XXII, alpha 1	A0A2R8W6Z9_MOUSE
ENSMUSG00000031370	Zrsr2	U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 2	U2AFM_MOUSE
ENSMUSG00000028843	Sh3bgrl3	SH3 domain-binding glutamic acid-rich-like protein 3	SH3L3_MOUSE
ENSMUSG00000078572	Ndufaf8	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 8	NDUF8_MOUSE
ENSMUSG00000024053	Emilin2	EMILIN-2	EMIL2_MOUSE
ENSMUSG00000020454	Eif4enif1	Eukaryotic translation initiation factor 4E transporter	4ET_MOUSE
ENSMUSG00000036104	Rab3gap1	Rab3 GTPase-activating protein catalytic subunit	RB3GP_MOUSE
ENSMUSG00000067529	Olfr1423	Olfactory receptor	Q8VFV0_MOUSE
ENSMUSG00000028982	Slc25a33	Solute carrier family 25 member 33	S2533_MOUSE
ENSMUSG00000032387	Rbpms2	RNA-binding protein with multiple splicing 2	RBPS2_MOUSE
ENSMUSG00000051721	Wdcp	WD repeat and coiled-coil-containing protein	WDCP_MOUSE
ENSMUSG00000055862	Izumo4	Izumo sperm-egg fusion protein 4	IZUM4_MOUSE
ENSMUSG00000028081	Rps3a1	40S ribosomal protein S3a	RS3A_MOUSE
ENSMUSG00000020869	Lrrc59	Leucine-rich repeat-containing protein 59	LRC59_MOUSE
ENSMUSG00000028969	Cdk5	Cyclin-dependent-like kinase 5	CDK5_MOUSE
ENSMUSG00000073792	Alg6	Dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase	ALG6_MOUSE
ENSMUSG00000015697	Setdb1	Histone-lysine N-methyltransferase SETDB1	SETB1_MOUSE
ENSMUSG00000048142	Nat8l	N-acetylaspartate synthetase	NAT8L_MOUSE
ENSMUSG00000057914	Cacnb2	Voltage-dependent L-type calcium channel subunit beta-2	CACB2_MOUSE
ENSMUSG00000020255	Nopchap1	NOP protein chaperone 1	NOPC1_MOUSE
ENSMUSG00000037108	Zcwpw1	Zinc finger CW-type PWWP domain protein 1	ZCPW1_MOUSE
ENSMUSG00000025813	Homer2	Homer protein homolog 2	HOME2_MOUSE
ENSMUSG00000019124	Scrn1	Secernin-1	SCRN1_MOUSE
ENSMUSG00000078554	Fam229a	Protein FAM229A	F229A_MOUSE
ENSMUSG00000036943	Rab8b	Ras-related protein Rab-8B	RAB8B_MOUSE
ENSMUSG00000031452	1700029H14Rik	RIKEN cDNA 1700029H14 gene	E9PY36_MOUSE
ENSMUSG00000052040	Klf13	Krueppel-like factor 13	KLF13_MOUSE
ENSMUSG00000026981	Il1rn	Interleukin-1 receptor antagonist protein	IL1RA_MOUSE
ENSMUSG00000038544	Inip	SOSS complex subunit C	SOSSC_MOUSE
ENSMUSG00000044139	Prss53	Serine protease 53	PRS53_MOUSE
ENSMUSG00000019478	Rab4a	Ras-related protein Rab-4A	RAB4A_MOUSE
ENSMUSG00000030088	Aldh1l1	Cytosolic 10-formyltetrahydrofolate dehydrogenase	AL1L1_MOUSE
ENSMUSG00000062753	AI413582	Small integral membrane protein 29	SIM29_MOUSE
ENSMUSG00000075172	Olfr1090	Olfactory receptor	Q8VGA6_MOUSE
ENSMUSG00000021760	Gpx8	Probable glutathione peroxidase 8	GPX8_MOUSE
ENSMUSG00000018474	Chd3	Chromodomain helicase DNA-binding protein 3	A0A5F8MQ82_MOUSE
ENSMUSG00000039824	Myl6b	Myosin light chain 6B	MYL6B_MOUSE
ENSMUSG00000041506	Rrp9	U3 small nucleolar RNA-interacting protein 2	U3IP2_MOUSE
ENSMUSG00000066892	Fbxl12	F-box/LRR-repeat protein 12	FXL12_MOUSE
ENSMUSG00000040584	Abcb1a	ATP-dependent translocase ABCB1	MDR1A_MOUSE
ENSMUSG00000035329	Fbxo33	F-box only protein 33	FBX33_MOUSE
ENSMUSG00000032452	Clstn2	Calsyntenin-2	CSTN2_MOUSE
ENSMUSG00000035469	Rcbtb1	RCC1 and BTB domain-containing protein 1	RCBT1_MOUSE
ENSMUSG00000021504	B4galt7	Beta-1,4-galactosyltransferase 7	B4GT7_MOUSE
ENSMUSG00000091586	Cyp4f17	Cytochrome P450, family 4, subfamily f, polypeptide 17	A0A494BA08_MOUSE
ENSMUSG00000059995	Atxn7l3	Ataxin-7-like protein 3	AT7L3_MOUSE
ENSMUSG00000022208	Jph4	Junctophilin-4	JPH4_MOUSE
ENSMUSG00000026249	Serpine2	Glia-derived nexin	GDN_MOUSE
ENSMUSG00000008348	Ubc	Polyubiquitin-C	UBC_MOUSE
ENSMUSG00000053646	Plxnb1	Plexin-B1	PLXB1_MOUSE
ENSMUSG00000027684	Mecom	Histone-lysine N-methyltransferase MECOM	MECOM_MOUSE
ENSMUSG00000110040	Gm49369		
ENSMUSG00000033644	Piwil2	Piwi-like protein 2	PIWL2_MOUSE
ENSMUSG00000024958	Gpr137	Integral membrane protein GPR137	G137A_MOUSE
ENSMUSG00000024921	Smarca2	Probable global transcription activator SNF2L2	SMCA2_MOUSE
ENSMUSG00000091415	Ak9	Nucleoside-diphosphate kinase	G3UYQ4_MOUSE
ENSMUSG00000024866	Acy3	N-acyl-aromatic-L-amino acid amidohydrolase (carboxylate-forming)	ACY3_MOUSE
ENSMUSG00000022201	Zfr	Zinc finger RNA-binding protein	ZFR_MOUSE
ENSMUSG00000011752	Pgam1	Phosphoglycerate mutase 1	PGAM1_MOUSE
ENSMUSG00000062098	Btbd3	BTB/POZ domain-containing protein 3	BTBD3_MOUSE
ENSMUSG00000024513	Mbd2	Methyl-CpG-binding domain protein 2	MBD2_MOUSE
ENSMUSG00000003847	Nfat5	Nuclear factor of activated T-cells 5	NFAT5_MOUSE
ENSMUSG00000037463	Fbxo27	F-box only protein 27	FBX27_MOUSE
ENSMUSG00000010554	Mettl16	RNA N6-adenosine-methyltransferase METTL16	MET16_MOUSE
ENSMUSG00000096808	ENSMUSG00000096808		
ENSMUSG00000020522	Mfap3	Microfibril-associated glycoprotein 3	MFAP3_MOUSE
ENSMUSG00000032087	Dscaml1	Down syndrome cell adhesion molecule-like protein 1 homolog	DSCL1_MOUSE
ENSMUSG00000031577	Tti2	TELO2-interacting protein 2	TTI2_MOUSE
ENSMUSG00000073197	5730507C01Rik	Uncharacterized protein	B9EKH7_MOUSE
ENSMUSG00000049553	Polr1a	DNA-directed RNA polymerase I subunit RPA1	RPA1_MOUSE
ENSMUSG00000042066	Tmcc2	Transmembrane and coiled-coil domains protein 2	TMCC2_MOUSE
ENSMUSG00000056133	Unc93a2	Unc-93 homolog A2	A0A338P720_MOUSE
ENSMUSG00000028989	Angptl7	Angiopoietin-related protein 7	ANGL7_MOUSE
ENSMUSG00000004947	Dtx2	Probable E3 ubiquitin-protein ligase DTX2	DTX2_MOUSE
ENSMUSG00000027959	Sass6	Spindle assembly abnormal protein 6 homolog	SAS6_MOUSE
ENSMUSG00000024892	Pcx	Pyruvate carboxylase, mitochondrial	PYC_MOUSE
ENSMUSG00000032802	Srxn1	Sulfiredoxin-1	SRXN1_MOUSE
ENSMUSG00000026491	Ahctf1	Protein ELYS	ELYS_MOUSE
ENSMUSG00000060260	Pwwp2b	PWWP domain-containing 2B	E9Q9M8_MOUSE
ENSMUSG00000026761	Orc4	Origin recognition complex subunit 4	ORC4_MOUSE
ENSMUSG00000030335	Mrpl51	39S ribosomal protein L51, mitochondrial	RM51_MOUSE
ENSMUSG00000032380	Dapk2	Death-associated protein kinase 2	DAPK2_MOUSE
ENSMUSG00000040701	Ap1g2	AP-1 complex subunit gamma-like 2	AP1G2_MOUSE
ENSMUSG00000036437	Npy1r	Neuropeptide Y receptor type 1	NPY1R_MOUSE
ENSMUSG00000019726	Lyst	Lysosomal-trafficking regulator	LYST_MOUSE
ENSMUSG00000054115	Skp2	S-phase kinase-associated protein 2	SKP2_MOUSE
ENSMUSG00000026922	Agpat2	1-acyl-sn-glycerol-3-phosphate acyltransferase beta	PLCB_MOUSE
ENSMUSG00000001100	Poldip2	Polymerase delta-interacting protein 2	PDIP2_MOUSE
ENSMUSG00000098188	Sowahc	Ankyrin repeat domain-containing protein SOWAHC	SWAHC_MOUSE
ENSMUSG00000003934	Efnb3	Ephrin-B3	EFNB3_MOUSE
ENSMUSG00000071112	Spx	Spexin	SPXN_MOUSE
ENSMUSG00000028518	Prkaa2	5'-AMP-activated protein kinase catalytic subunit alpha-2	AAPK2_MOUSE
ENSMUSG00000059939	9430015G10Rik	RIKEN cDNA 9430015G10 gene	A2ASP7_MOUSE
ENSMUSG00000041560	Nop53	Ribosome biogenesis protein NOP53	NOP53_MOUSE
ENSMUSG00000028970	Abcb1b	ATP-dependent translocase ABCB1	MDR1B_MOUSE
ENSMUSG00000073876	Gm13305	Interleukin-11 receptor subunit alpha-2	I11RB_MOUSE
ENSMUSG00000021576	Pdcd6	Programmed cell death protein 6	PDCD6_MOUSE
ENSMUSG00000025161	Slc16a3	Monocarboxylate transporter 4	MOT4_MOUSE
ENSMUSG00000040006	Ginm1	Glycoprotein integral membrane protein 1	GINM1_MOUSE
ENSMUSG00000062115	Rai1	Retinoic acid-induced protein 1	RAI1_MOUSE
ENSMUSG00000029431	B3gnt4	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 4	B3GN4_MOUSE
ENSMUSG00000034931	Dhx8	ATP-dependent RNA helicase DHX8	DHX8_MOUSE
ENSMUSG00000036764	Dnajc12	DnaJ homolog subfamily C member 12	DJC12_MOUSE
ENSMUSG00000026790	Odf2	Outer dense fiber protein 2	ODFP2_MOUSE
ENSMUSG00000017195	Zpbp2	Zona pellucida-binding protein 2	ZPBP2_MOUSE
ENSMUSG00000109511	Nup62	Nuclear pore glycoprotein p62	NUP62_MOUSE
ENSMUSG00000026764	Kif5c	Kinesin heavy chain isoform 5C	KIF5C_MOUSE
ENSMUSG00000052889	Prkcb	Protein kinase C beta type	KPCB_MOUSE
ENSMUSG00000031706	Rfx1	MHC class II regulatory factor RFX1	RFX1_MOUSE
ENSMUSG00000029657	Hsph1	Heat shock protein 105 kDa	HS105_MOUSE
ENSMUSG00000024780	Cdc37l1	Hsp90 co-chaperone Cdc37-like 1	CD37L_MOUSE
ENSMUSG00000078607	1810010H24Rik	UPF0450 protein C17orf58 homolog	CQ058_MOUSE
ENSMUSG00000014773	Dll1	Delta-like protein 1	DLL1_MOUSE
ENSMUSG00000026198	Abcb6	ATP-binding cassette sub-family B member 6	ABCB6_MOUSE
ENSMUSG00000003731	Kpna6	Importin subunit alpha-7	IMA7_MOUSE
ENSMUSG00000079707	Dynlt2a1	Dynein light chain Tctex-type protein 2	DYLT2_MOUSE
ENSMUSG00000042055	Wdr11	WD repeat-containing protein 11	WDR11_MOUSE
ENSMUSG00000025591	Tma16	Translation machinery-associated protein 16	TMA16_MOUSE
ENSMUSG00000025333	Gpr143	G-protein coupled receptor 143	GP143_MOUSE
ENSMUSG00000025150	Cbr2	Carbonyl reductase [NADPH] 2	CBR2_MOUSE
ENSMUSG00000022450	Ndufa6	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6	NDUA6_MOUSE
ENSMUSG00000021413	Prpf4b	Serine/threonine-protein kinase PRP4 homolog	PRP4B_MOUSE
ENSMUSG00000079698	Vmn2r93	Vomeronasal 2, receptor 93	A0A338P6B3_MOUSE
ENSMUSG00000019943	Atp2b1	Plasma membrane calcium-transporting ATPase 1	AT2B1_MOUSE
ENSMUSG00000074300	Smim31		
ENSMUSG00000039067	Psmd7	26S proteasome non-ATPase regulatory subunit 7	PSMD7_MOUSE
ENSMUSG00000022159	Rab2b	Ras-related protein Rab-2B	RAB2B_MOUSE
ENSMUSG00000000167	Pih1d2	PIH1 domain-containing protein 2	PIHD2_MOUSE
ENSMUSG00000018920	Cxcl16	C-X-C motif chemokine 16	CXL16_MOUSE
ENSMUSG00000026411	Tmem9	Proton-transporting V-type ATPase complex assembly regulator TMEM9	TMEM9_MOUSE
ENSMUSG00000045009	Prrt3	Proline-rich transmembrane protein 3	PRRT3_MOUSE
ENSMUSG00000032086	Bace1	Beta-secretase 1	BACE1_MOUSE
ENSMUSG00000021252	Erg28	Ergosterol biosynthetic protein 28 homolog	ERG28_MOUSE
ENSMUSG00000037172	Dennd11	DENN domain-containing protein 11	DEN11_MOUSE
ENSMUSG00000028282	Casp8ap2	CASP8-associated protein 2	C8AP2_MOUSE
ENSMUSG00000001288	Rarg	Retinoic acid receptor gamma	RARG_MOUSE
ENSMUSG00000033943	Mga	MAX gene-associated protein	MGAP_MOUSE
ENSMUSG00000005699	Pard6a	Partitioning defective 6 homolog alpha	PAR6A_MOUSE
ENSMUSG00000040297	Suco	SUN domain-containing ossification factor	SUCO_MOUSE
ENSMUSG00000070388	Fbxo39	F-box only protein 39	FBX39_MOUSE
ENSMUSG00000046814	Gchfr	GTP cyclohydrolase 1 feedback regulatory protein	GFRP_MOUSE
ENSMUSG00000037938	Chchd5	Coiled-coil-helix-coiled-coil-helix domain-containing protein 5	CHCH5_MOUSE
ENSMUSG00000019054	Fis1	Mitochondrial fission 1 protein	FIS1_MOUSE
ENSMUSG00000060268	Armh1	Armadillo-like helical domain-containing 1	E9Q963_MOUSE
ENSMUSG00000025505	Tmem80	Transmembrane protein 80	TMM80_MOUSE
ENSMUSG00000017747	Ghdc	GH3 domain-containing protein	GHDC_MOUSE
ENSMUSG00000002329	Mdp1	Magnesium-dependent phosphatase 1	MGDP1_MOUSE
ENSMUSG00000020059	Sycp3	Synaptonemal complex protein 3	SYCP3_MOUSE
ENSMUSG00000071654	Uqcc3	Ubiquinol-cytochrome-c reductase complex assembly factor 3	UQCC3_MOUSE
ENSMUSG00000058704	Memo1	Protein MEMO1	MEMO1_MOUSE
ENSMUSG00000039155	Cdh26	Cadherin-like protein 26	CAD26_MOUSE
ENSMUSG00000001943	Vsig2	V-set and immunoglobulin domain-containing protein 2	VSIG2_MOUSE
ENSMUSG00000036560	Lgi4	Leucine-rich repeat LGI family member 4	LGI4_MOUSE
ENSMUSG00000028580	Pum1	Pumilio homolog 1	PUM1_MOUSE
ENSMUSG00000001039	B9d1	B9 domain-containing protein 1	B9D1_MOUSE
ENSMUSG00000042750	Bex2	Protein BEX2	BEX2_MOUSE
ENSMUSG00000027546	Atp9a	Probable phospholipid-transporting ATPase IIA	ATP9A_MOUSE
ENSMUSG00000011267	Zfp296	Zinc finger protein 296	ZN296_MOUSE
ENSMUSG00000058486	Wdr91	WD repeat-containing protein 91	WDR91_MOUSE
ENSMUSG00000044349	Snhg11	Small nucleolar RNA host gene 11	Q4G0K9_MOUSE
ENSMUSG00000022565	Plec	Plectin	PLEC_MOUSE
ENSMUSG00000020134	Peli1	E3 ubiquitin-protein ligase pellino homolog 1	PELI1_MOUSE
ENSMUSG00000018574	Acadvl	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial	ACADV_MOUSE
ENSMUSG00000021589	Rhobtb3	Rho-related BTB domain-containing protein 3	RHBT3_MOUSE
ENSMUSG00000061578	Ksr2	Kinase suppressor of Ras 2	KSR2_MOUSE
ENSMUSG00000034610	Tut4	Terminal uridylyltransferase 4	TUT4_MOUSE
ENSMUSG00000029088	Kcnip4	Kv channel-interacting protein 4	KCIP4_MOUSE
ENSMUSG00000111497	Gm38431		
ENSMUSG00000005413	Hmox1	Heme oxygenase 1	HMOX1_MOUSE
ENSMUSG00000003037	Rab8a	Ras-related protein Rab-8A	RAB8A_MOUSE
ENSMUSG00000040204	Pclaf	PCNA-associated factor	PAF15_MOUSE
ENSMUSG00000056155	Nanos3	Nanos homolog 3	NANO3_MOUSE
ENSMUSG00000042500	Ago4	Protein argonaute-4	AGO4_MOUSE
ENSMUSG00000029392	Rilpl1	RILP-like protein 1	RIPL1_MOUSE
ENSMUSG00000035126	Dnai4	Dynein axonemal intermediate chain 4	DNAI4_MOUSE
ENSMUSG00000031756	Cenpn	Centromere protein N	CENPN_MOUSE
ENSMUSG00000050973	Gdpgp1	GDP-D-glucose phosphorylase 1	GDPP1_MOUSE
ENSMUSG00000054252	Fgfr3	Fibroblast growth factor receptor 3	FGFR3_MOUSE
ENSMUSG00000020420	Zfp607a	Zinc finger protein 607A	Q3TQG9_MOUSE
ENSMUSG00000079641	Rpl39	60S ribosomal protein L39	RL39_MOUSE
ENSMUSG00000062604	Srpk2	SRSF protein kinase 2	SRPK2_MOUSE
ENSMUSG00000030835	Nomo1	Nodal modulator 1	NOMO1_MOUSE
ENSMUSG00000022799	Arhgap31	Rho GTPase-activating protein 31	RHG31_MOUSE
ENSMUSG00000032640	Chsy1	Chondroitin sulfate synthase 1	CHSS1_MOUSE
ENSMUSG00000053641	Dennd4a	DENN/MADD domain-containing 4A	A0A1L1SUW5_MOUSE
ENSMUSG00000035020	Epgn	Epigen	EPGN_MOUSE
ENSMUSG00000042423	Fbrs	Probable fibrosin-1	FBRS_MOUSE
ENSMUSG00000025373	Rnf41	E3 ubiquitin-protein ligase NRDP1	RNF41_MOUSE
ENSMUSG00000062783	Csprs	Component of Sp100-rs	CSPRS_MOUSE
ENSMUSG00000060288	Ppih	Peptidyl-prolyl cis-trans isomerase H	PPIH_MOUSE
ENSMUSG00000078611	Gm5901	Predicted gene 5901	A0A1B0GSF8_MOUSE
ENSMUSG00000012017	Scarf2	Scavenger receptor class F member 2	SREC2_MOUSE
ENSMUSG00000034353	Ramp1	Receptor activity-modifying protein 1	RAMP1_MOUSE
ENSMUSG00000029454	Mapkapk5	MAP kinase-activated protein kinase 5	MAPK5_MOUSE
ENSMUSG00000000194	Gpr107	Protein GPR107	GP107_MOUSE
ENSMUSG00000029198	Grpel1	GrpE protein homolog 1, mitochondrial	GRPE1_MOUSE
ENSMUSG00000034435	Tmem30b	Cell cycle control protein 50B	CC50B_MOUSE
ENSMUSG00000057378	Ryr3	Ryanodine receptor 3	RYR3_MOUSE
ENSMUSG00000095787	ENSMUSG00000095787		
ENSMUSG00000035206	Sppl2b	Signal peptide peptidase-like 2B	SPP2B_MOUSE
ENSMUSG00000024806	Mlana	Melan-A	A0A494BBN3_MOUSE
ENSMUSG00000040264	Gbp2b	Guanylate-binding protein 1	GBP1_MOUSE
ENSMUSG00000016503	Gtf3a	Transcription factor IIIA	TF3A_MOUSE
ENSMUSG00000004508	Gab2	GRB2-associated-binding protein 2	GAB2_MOUSE
ENSMUSG00000039033	Tasp1	Threonine aspartase 1	TASP1_MOUSE
ENSMUSG00000048387	Osr1	Protein odd-skipped-related 1	OSR1_MOUSE
ENSMUSG00000038175	Mylip	E3 ubiquitin-protein ligase MYLIP	MYLIP_MOUSE
ENSMUSG00000101355	H3c10	Histone H3.1	H31_MOUSE
ENSMUSG00000090083	Rnf8	E3 ubiquitin-protein ligase RNF8	RNF8_MOUSE
ENSMUSG00000039809	Gabbr2	Gamma-aminobutyric acid type B receptor subunit 2	GABR2_MOUSE
ENSMUSG00000028348	Cavin4	Caveolae-associated protein 4	CAVN4_MOUSE
ENSMUSG00000044626	Liph	Lipase member H	LIPH_MOUSE
ENSMUSG00000048495	Tyw5	tRNA wybutosine-synthesizing protein 5	TYW5_MOUSE
ENSMUSG00000052520	Cyp2j5	Cytochrome P450 2J5	CP2J5_MOUSE
ENSMUSG00000046242	Nme9	Uncharacterized protein	Q9DAT0_MOUSE
ENSMUSG00000102222	Pcdhga10	Protocadherin gamma A10	Q91XY9_MOUSE
ENSMUSG00000027164	Traf6	TNF receptor-associated factor 6	TRAF6_MOUSE
ENSMUSG00000031871	Cdh5	Cadherin-5	CADH5_MOUSE
ENSMUSG00000037089	Slc35b2	Adenosine 3'-phospho 5'-phosphosulfate transporter 1	S35B2_MOUSE
ENSMUSG00000059355	Wdr83os	PAT complex subunit Asterix	ASTER_MOUSE
ENSMUSG00000059070	Rpl18	60S ribosomal protein L18	RL18_MOUSE
ENSMUSG00000038280	Ostm1	Osteopetrosis-associated transmembrane protein 1	OSTM1_MOUSE
ENSMUSG00000030657	Xylt1	Xylosyltransferase 1	XYLT1_MOUSE
ENSMUSG00000035352	Ccl12	C-C motif chemokine 12	CCL12_MOUSE
ENSMUSG00000019558	Slc6a8	Sodium- and chloride-dependent creatine transporter 1	SC6A8_MOUSE
ENSMUSG00000020155	Kcnmb1	Calcium-activated potassium channel subunit beta-1	KCMB1_MOUSE
ENSMUSG00000023904	Hcfc1r1	Host cell factor C1 regulator 1	HPIP_MOUSE
ENSMUSG00000018927	Ccl6	C-C motif chemokine 6	CCL6_MOUSE
ENSMUSG00000035783	Acta2	Actin, aortic smooth muscle	ACTA_MOUSE
ENSMUSG00000005667	Mthfd2	Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial	MTDC_MOUSE
ENSMUSG00000052214	Opa3	Optic atrophy 3 protein homolog	OPA3_MOUSE
ENSMUSG00000045106	Ccdc73	Coiled-coil domain-containing protein 73	CCD73_MOUSE
ENSMUSG00000036743	Psma8	Proteasome subunit alpha type-8	PSMA8_MOUSE
ENSMUSG00000069601	Ank3	Ankyrin-3	ANK3_MOUSE
ENSMUSG00000039886	Tmem120a	Ion channel TACAN	TACAN_MOUSE
ENSMUSG00000054455	Vapb	Vesicle-associated membrane protein-associated protein B	VAPB_MOUSE
ENSMUSG00000028364	Tnc	Tenascin	TENA_MOUSE
ENSMUSG00000022613	Miox	Inositol oxygenase	MIOX_MOUSE
ENSMUSG00000022783	Spag6l	Sperm-associated antigen 6	SPAG6_MOUSE
ENSMUSG00000042599	Kdm7a	Lysine-specific demethylase 7A	KDM7A_MOUSE
ENSMUSG00000100210	H3c7	Histone H3.2	H32_MOUSE
ENSMUSG00000054191	Klf1	Krueppel-like factor 1	KLF1_MOUSE
